"Date","Price","Open","High","Low","Vol.","Change %"
"09/16/2021","8.9050","8.9020","8.9253","8.8830","93.82K","0.04%"
"09/15/2021","8.9010","8.8918","8.9127","8.8843","86.81K","0.09%"
"09/14/2021","8.8934","8.9258","8.9618","8.8880","97.81K","-0.39%"
"09/13/2021","8.9280","8.9209","8.9399","8.9062","76.46K","0.09%"
"09/10/2021","8.9197","8.9330","8.9460","8.9100","99.65K","-0.14%"
"09/09/2021","8.9324","8.8979","8.9494","8.8848","82.95K","0.38%"
"09/08/2021","8.8989","8.9136","8.9174","8.8684","97.80K","-0.19%"
"09/07/2021","8.9162","8.9355","8.9499","8.8983","96.14K","-0.22%"
"09/06/2021","8.9355","8.9457","8.9508","8.9239","61.52K","-0.14%"
"09/03/2021","8.9479","8.9313","8.9647","8.9039","81.40K","0.19%"
"09/02/2021","8.9312","8.8993","8.9362","8.8934","76.54K","0.40%"
"09/01/2021","8.8954","8.8854","8.9174","8.8714","83.55K","0.09%"
"08/31/2021","8.8873","8.8987","8.9243","8.8772","76.22K","-0.12%"
"08/30/2021","8.8980","8.9039","8.9130","8.8841","51.00K","-0.07%"
"08/27/2021","8.9046","8.8783","8.9264","8.8663","95.10K","0.27%"
"08/26/2021","8.8803","8.9117","8.9215","8.8722","80.94K","-0.35%"
"08/25/2021","8.9117","8.8846","8.9159","8.8728","69.01K","0.31%"
"08/24/2021","8.8846","8.8907","8.9088","8.8681","58.01K","-0.08%"
"08/23/2021","8.8920","8.8635","8.9014","8.8502","72.29K","0.40%"
"08/20/2021","8.8567","8.8606","8.8683","8.8400","92.33K","-0.03%"
"08/19/2021","8.8590","8.9210","8.9230","8.8538","97.60K","-0.69%"
"08/18/2021","8.9210","8.9126","8.9401","8.9003","78.95K","0.10%"
"08/17/2021","8.9119","8.9675","8.9704","8.9025","75.60K","-0.63%"
"08/16/2021","8.9688","8.9641","8.9900","8.9535","79.96K","-0.13%"
"08/13/2021","8.9809","8.9450","8.9881","8.9350","62.80K","0.39%"
"08/12/2021","8.9457","8.9889","8.9906","8.9372","72.55K","-0.48%"
"08/11/2021","8.9892","8.9802","8.9986","8.9527","68.12K","0.10%"
"08/10/2021","8.9799","8.9810","8.9939","8.9654","110.96K","-0.01%"
"08/09/2021","8.9810","8.9991","9.0056","8.9706","65.99K","-0.15%"
"08/06/2021","8.9946","9.0008","9.0128","8.9863","66.46K","-0.07%"
"08/05/2021","9.0008","8.9810","9.0161","8.9695","78.06K","0.21%"
"08/04/2021","8.9823","9.0042","9.0127","8.9784","83.03K","-0.24%"
"08/03/2021","9.0042","8.9714","9.0098","8.9685","75.49K","0.37%"
"08/02/2021","8.9714","8.9821","9.0039","8.9662","66.46K","-0.13%"
"07/30/2021","8.9834","9.0141","9.0366","8.9734","80.78K","-0.35%"
"07/29/2021","9.0151","9.0223","9.0334","9.0054","88.44K","-0.08%"
"07/28/2021","9.0223","9.0382","9.0443","8.9859","92.00K","-0.15%"
"07/27/2021","9.0361","8.9579","9.0473","8.9455","80.49K","0.87%"
"07/26/2021","8.9579","8.9144","8.9686","8.9051","67.30K","0.56%"
"07/23/2021","8.9080","8.9081","8.9220","8.8845","79.59K","-0.01%"
"07/22/2021","8.9085","8.8702","8.9166","8.8547","92.60K","0.45%"
"07/21/2021","8.8689","8.8384","8.8767","8.7983","86.99K","0.35%"
"07/20/2021","8.8378","8.8777","8.8797","8.7971","112.67K","-0.42%"
"07/19/2021","8.8755","8.9328","8.9328","8.8620","113.73K","-0.50%"
"07/16/2021","8.9205","8.9354","8.9664","8.9150","98.00K","-0.17%"
"07/15/2021","8.9354","8.9646","8.9786","8.9186","95.65K","-0.34%"
"07/14/2021","8.9659","8.9360","8.9765","8.9275","84.33K","0.33%"
"07/13/2021","8.9360","8.9913","8.9981","8.9235","79.57K","-0.59%"
"07/12/2021","8.9894","9.0073","9.0129","8.9592","109.78K","-0.19%"
"07/09/2021","9.0064","8.9492","9.0119","8.9265","100.69K","0.65%"
"07/08/2021","8.9478","8.9333","8.9524","8.9161","101.43K","0.15%"
"07/07/2021","8.9340","8.9413","8.9503","8.9026","93.45K","-0.10%"
"07/06/2021","8.9426","8.9491","8.9801","8.9232","123.97K","-0.09%"
"07/05/2021","8.9511","8.9471","8.9599","8.9278","68.46K","0.04%"
"07/02/2021","8.9474","8.9073","8.9623","8.8941","88.37K","0.46%"
"07/01/2021","8.9066","8.9297","8.9401","8.8966","90.56K","-0.26%"
"06/30/2021","8.9297","8.9452","8.9615","8.9096","96.71K","-0.16%"
"06/29/2021","8.9439","8.9643","8.9679","8.9278","90.05K","-0.23%"
"06/28/2021","8.9643","8.9639","8.9996","8.9546","74.32K","0.04%"
"06/25/2021","8.9603","9.0109","9.0152","8.9551","82.04K","-0.57%"
"06/24/2021","9.0113","9.0394","9.0550","8.9836","93.44K","-0.31%"
"06/23/2021","9.0394","9.0401","9.0666","9.0179","79.27K","-0.01%"
"06/22/2021","9.0407","9.0094","9.0508","8.9717","101.99K","0.34%"
"06/21/2021","9.0103","8.9124","9.0133","8.9024","117.80K","1.10%"
"06/18/2021","8.9124","8.9765","8.9917","8.8984","139.37K","-0.72%"
"06/17/2021","8.9767","8.9484","9.0011","8.9372","114.07K","0.31%"
"06/16/2021","8.9487","9.0227","9.0453","8.9443","87.85K","-0.82%"
"06/15/2021","9.0230","9.0308","9.0469","8.9805","88.96K","-0.07%"
"06/14/2021","9.0292","9.0343","9.0379","9.0026","79.88K","0.02%"
"06/11/2021","9.0270","9.0637","9.0654","9.0187","83.02K","-0.40%"
"06/10/2021","9.0634","9.0194","9.0654","8.9914","94.02K","0.49%"
"06/09/2021","9.0192","9.0621","9.0713","9.0109","90.97K","-0.46%"
"06/08/2021","9.0612","9.0734","9.0759","9.0324","101.45K","-0.11%"
"06/07/2021","9.0714","9.0628","9.0785","9.0271","89.81K","0.20%"
"06/04/2021","9.0532","9.0329","9.0856","9.0197","83.22K","0.22%"
"06/03/2021","9.0332","9.0427","9.0778","9.0208","85.83K","-0.10%"
"06/02/2021","9.0420","9.0321","9.0547","9.0121","112.83K","0.14%"
"06/01/2021","9.0298","9.0536","9.0832","9.0279","101.66K","-0.26%"
"05/31/2021","9.0529","9.0304","9.0599","9.0078","97.51K","0.18%"
"05/28/2021","9.0365","9.0687","9.0719","9.0099","102.38K","-0.35%"
"05/27/2021","9.0681","9.0260","9.0770","8.9941","140.27K","0.48%"
"05/26/2021","9.0250","9.0735","9.0754","9.0196","127.50K","-0.54%"
"05/25/2021","9.0738","9.0878","9.1021","9.0475","123.89K","-0.16%"
"05/24/2021","9.0879","9.1102","9.1152","9.0739","102.70K","-0.17%"
"05/21/2021","9.1038","9.1314","9.1551","9.0976","115.22K","-0.31%"
"05/20/2021","9.1318","9.0798","9.1334","9.0737","111.13K","0.54%"
"05/19/2021","9.0830","9.1174","9.1348","9.0730","125.24K","-0.37%"
"05/18/2021","9.1168","9.0992","9.1364","9.0979","123.32K","0.16%"
"05/17/2021","9.1024","9.0698","9.1098","9.0615","85.52K","0.30%"
"05/14/2021","9.0751","9.0663","9.0861","9.0376","89.61K","0.10%"
"05/13/2021","9.0663","9.0751","9.0864","9.0409","105.18K","-0.09%"
"05/12/2021","9.0748","9.0915","9.1158","9.0705","98.81K","-0.19%"
