"Date","Price","Open","High","Low","Vol.","Change %"
"06/08/2021","154.98","154.93","155.11","154.55","","0.06%"
"06/07/2021","154.88","154.96","155.30","154.53","","-0.06%"
"06/04/2021","154.97","155.58","155.84","154.99","","-0.37%"
"06/03/2021","155.54","155.25","155.84","155.20","","0.22%"
"06/02/2021","155.20","154.90","155.53","154.82","","0.24%"
"06/01/2021","154.83","155.71","155.95","154.85","","-0.53%"
"05/31/2021","155.65","155.75","155.96","155.29","","-0.16%"
"05/28/2021","155.90","156.00","156.09","155.57","","-0.03%"
"05/27/2021","155.95","154.12","156.10","153.81","","1.21%"
"05/26/2021","154.08","153.95","154.37","153.75","","0.11%"
"05/25/2021","153.91","153.94","154.48","153.76","","0.01%"
"05/24/2021","153.89","154.25","154.27","153.75","","-0.15%"
"05/21/2021","154.12","154.38","154.70","154.00","","-0.12%"
"05/20/2021","154.31","154.12","154.44","153.60","","0.12%"
"05/19/2021","154.13","154.49","154.82","153.53","","-0.21%"
"05/18/2021","154.46","154.32","154.86","154.30","","0.08%"
"05/17/2021","154.33","154.02","154.49","153.72","","0.13%"
"05/14/2021","154.13","153.82","154.32","153.60","","0.23%"
"05/13/2021","153.78","154.13","154.35","153.47","","-0.19%"
"05/12/2021","154.08","153.61","154.45","153.44","","0.33%"
"05/11/2021","153.57","153.59","153.99","153.14","","-0.02%"
"05/10/2021","153.60","151.79","154.05","151.79","","1.23%"
"05/07/2021","151.74","151.51","152.14","151.25","","0.19%"
"05/06/2021","151.45","151.85","152.17","151.23","","-0.22%"
"05/05/2021","151.79","151.85","152.26","151.73","","-0.01%"
"05/04/2021","151.80","151.74","152.07","150.99","","0.07%"
"05/03/2021","151.69","151.09","151.96","150.82","","0.49%"
"04/30/2021","150.95","151.85","152.13","150.85","","-0.57%"
"04/29/2021","151.82","151.38","152.43","151.27","","0.35%"
"04/28/2021","151.29","151.30","151.59","151.00","","0.06%"
"04/27/2021","151.20","150.25","151.31","150.14","","0.68%"
"04/26/2021","150.18","149.73","150.40","149.53","","0.31%"
"04/23/2021","149.71","149.40","149.97","149.05","","0.23%"
"04/22/2021","149.37","150.56","150.67","149.39","","-0.76%"
"04/21/2021","150.51","150.66","150.99","150.04","","-0.07%"
"04/20/2021","150.62","151.29","152.05","150.55","","-0.40%"
"04/19/2021","151.23","150.40","151.35","149.88","","0.53%"
"04/16/2021","150.43","149.94","150.64","149.38","","0.33%"
"04/15/2021","149.94","150.11","150.24","149.68","","-0.09%"
"04/14/2021","150.08","149.95","150.48","149.57","","0.11%"
"04/13/2021","149.91","150.32","150.85","149.65","","-0.24%"
"04/12/2021","150.27","150.46","150.62","149.75","","-0.02%"
"04/09/2021","150.30","150.05","150.95","149.58","","0.19%"
"04/08/2021","150.02","150.89","151.11","149.87","","-0.55%"
"04/07/2021","150.85","151.74","152.09","150.65","","-0.55%"
"04/06/2021","151.69","153.18","153.44","151.67","","-0.92%"
"04/05/2021","153.10","153.08","153.39","152.87","","0.01%"
"04/02/2021","153.08","153.03","153.23","152.69","","0.08%"
"04/01/2021","152.96","152.58","153.10","152.29","","0.28%"
"03/31/2021","152.53","151.64","152.81","151.54","","0.61%"
"03/30/2021","151.60","151.11","151.97","151.06","","0.36%"
"03/29/2021","151.05","151.22","151.83","150.57","","-0.06%"
"03/26/2021","151.14","149.95","151.57","149.87","","0.82%"
"03/25/2021","149.91","148.83","150.08","148.75","","0.77%"
"03/24/2021","148.76","149.36","149.49","148.51","","-0.35%"
"03/23/2021","149.28","150.90","150.95","149.07","","-1.05%"
"03/22/2021","150.87","151.07","151.07","150.19","","-0.09%"
"03/19/2021","151.00","151.60","151.84","150.56","","-0.37%"
"03/18/2021","151.56","152.03","152.58","151.44","","-0.26%"
"03/17/2021","151.96","151.42","152.10","151.33","","0.39%"
"03/16/2021","151.37","151.64","151.82","150.79","","-0.15%"
"03/15/2021","151.60","151.76","152.14","151.17","","-0.10%"
"03/12/2021","151.75","151.80","152.26","151.20","","-0.02%"
"03/11/2021","151.78","151.01","151.86","150.88","","0.56%"
"03/10/2021","150.93","150.72","151.21","150.57","","0.17%"
"03/09/2021","150.68","150.55","151.32","150.43","","0.13%"
"03/08/2021","150.49","149.89","150.72","149.64","","0.36%"
"03/05/2021","149.95","150.05","150.41","149.35","","-0.04%"
"03/04/2021","150.01","149.32","150.74","149.04","","0.49%"
"03/03/2021","149.28","148.86","149.73","148.81","","0.30%"
"03/02/2021","148.84","148.66","149.21","148.10","","0.17%"
"03/01/2021","148.59","148.56","149.32","148.32","","0.07%"
"02/26/2021","148.49","148.88","149.20","147.39","","-0.23%"
"02/25/2021","148.83","149.73","150.48","148.48","","-0.57%"
"02/24/2021","149.69","148.54","150.10","148.37","","0.81%"
"02/23/2021","148.49","147.78","148.63","147.66","","0.51%"
"02/22/2021","147.74","147.74","148.32","147.54","","-0.01%"
"02/19/2021","147.75","147.72","148.19","147.27","","0.09%"
"02/18/2021","147.62","146.65","147.81","146.53","","0.69%"
"02/17/2021","146.61","147.42","147.59","146.41","","-0.54%"
"02/16/2021","147.40","146.54","147.47","146.40","","0.63%"
